연료원,발전기명,설비용량,시작일,시작시간,종료일,종료시간,bus_id
LNG,보령GT#1,150.0,2022-09-19,9:00,2022-10-02,23:59,
LNG,보령GT#1,150.0,2022-10-20,00:00,2022-10-22,23:59,
LNG,보령GT#1,150.0,2022-10-30,0:00,2022-10-30,23:59,
LNG,보령GT#1,150.0,2022-11-01,0:00,2022-11-01,23:59,
LNG,보령GT#1,150.0,2022-11-24,0:00,2022-11-27,23:59,
LNG,보령GT#1,150.0,2022-12-04,0:00,2022-12-04,23:59,
LNG,보령GT#2,150.0,2022-02-05,9:00,2022-02-07,23:59,
LNG,보령GT#2,150.0,2022-03-16,0:00,2022-03-25,23:59,
LNG,보령GT#2,150.0,2022-06-30,0:00,2022-07-03,23:59,
LNG,보령GT#2,150.0,2022-08-21,9:00,2022-08-21,23:59,
LNG,보령GT#2,150.0,2022-09-14,11:00,2022-09-14,19:00,
LNG,보령GT#2,150.0,2022-09-19,9:00,2022-10-02,23:59,
LNG,보령GT#2,150.0,2022-10-20,00:00,2022-10-23,23:59,
LNG,보령GT#2,150.0,2022-10-30,0:00,2022-10-30,23:59,
LNG,보령GT#2,150.0,2022-11-01,0:00,2022-11-01,23:59,
LNG,보령GT#3,150.0,2022-03-16,0:00,2022-03-21,23:59,
LNG,보령GT#3,150.0,2022-05-08,0:00,2022-05-10,23:59,
LNG,보령GT#3,150.0,2022-06-26,0:00,2022-06-28,23:59,
LNG,보령GT#3,150.0,2022-06-29,0:00,2022-07-03,23:59,
LNG,보령GT#3,150.0,2022-08-26,9:00,2022-08-29,4:00,
LNG,보령GT#3,150.0,2022-09-15,11:00,2022-09-15,19:00,
LNG,보령GT#3,150.0,2022-10-27,0:00,2022-11-02,9:00,
LNG,보령GT#3,150.0,2022-12-09,18:00,2022-12-12,4:00,
LNG,보령GT#4,150.0,2022-03-16,0:00,2022-03-21,23:59,
LNG,보령GT#4,150.0,2022-05-15,0:00,2022-05-17,23:59,
LNG,보령GT#4,150.0,2022-06-30,0:00,2022-07-03,23:59,
LNG,보령GT#4,150.0,2022-08-26,18:00,2022-08-29,4:00,
LNG,보령GT#4,150.0,2022-09-02,18:00,2022-09-05,4:00,
LNG,보령GT#4,150.0,2022-09-15,11:00,2022-09-15,19:00,
LNG,보령GT#4,150.0,2022-10-29,0:00,2022-11-04,9:00,
LNG,보령GT#4,150.0,2022-12-16,18:00,2022-12-19,4:00,
LNG,보령GT#5,150.0,2022-03-16,9:00,2022-03-17,18:00,
LNG,보령GT#5,150.0,2022-03-22,10:00,2022-03-22,18:00,
LNG,보령GT#5,150.0,2022-04-27,0:00,2022-05-03,23:59,
LNG,보령GT#5,150.0,2022-05-12,0:00,2022-05-13,23:59,
LNG,보령GT#5,150.0,2022-05-29,0:00,2022-05-31,23:59,
LNG,보령GT#5,150.0,2022-06-01,0:00,2022-06-03,23:59,
LNG,보령GT#5,150.0,2022-06-30,0:00,2022-07-03,23:59,
LNG,보령GT#5,150.0,2022-08-28,9:00,2022-08-28,18:00,
LNG,보령GT#5,150.0,2022-09-16,11:00,2022-09-16,19:00,
LNG,보령GT#5,150.0,2022-11-01,0:00,2022-11-01,23:59,
LNG,보령GT#6,150.0,2022-03-16,9:00,2022-03-17,18:00,
LNG,보령GT#6,150.0,2022-03-22,10:00,2022-03-22,18:00,
LNG,보령GT#6,150.0,2022-04-01,0:00,2022-05-13,23:59,
LNG,보령GT#6,150.0,2022-06-06,0:00,2022-06-08,23:59,
LNG,보령GT#6,150.0,2022-06-30,0:00,2022-07-03,23:59,
LNG,보령GT#6,150.0,2022-08-28,9:00,2022-08-28,18:00,
LNG,보령GT#6,150.0,2022-09-16,11:00,2022-09-16,19:00,
LNG,보령GT#6,150.0,2022-11-01,0:00,2022-11-01,23:59,
LNG,보령ST#1,150.0,2022-03-16,0:00,2022-03-25,23:59,
LNG,보령ST#1,150.0,2022-06-30,0:00,2022-07-03,23:59,
LNG,보령ST#1,150.0,2022-08-21,9:00,2022-08-21,23:59,
LNG,보령ST#1,150.0,2022-09-14,11:00,2022-09-14,19:00,
LNG,보령ST#1,150.0,2022-09-19,9:00,2022-10-02,23:59,
LNG,보령ST#1,150.0,2022-10-20,00:00,2022-10-22,23:59,
LNG,보령ST#1,150.0,2022-10-30,0:00,2022-10-30,23:59,
LNG,보령ST#1,150.0,2022-11-01,0:00,2022-11-01,23:59,
LNG,보령ST#2,150.0,2022-03-16,0:00,2022-03-21,23:59,
LNG,보령ST#2,150.0,2022-06-30,0:00,2022-07-03,23:59,
LNG,보령ST#2,150.0,2022-09-15,11:00,2022-09-15,19:00,
LNG,보령ST#2,150.0,2022-10-29,0:00,2022-11-02,9:00,
LNG,보령ST#3,150.0,2022-03-16,9:00,2022-03-17,18:00,
LNG,보령ST#3,150.0,2022-03-22,10:00,2022-03-22,18:00,
LNG,보령ST#3,150.0,2022-04-27,0:00,2022-05-03,23:59,
LNG,보령ST#3,150.0,2022-05-12,0:00,2022-05-13,23:59,
LNG,보령ST#3,150.0,2022-06-30,0:00,2022-07-03,23:59,
LNG,보령ST#3,150.0,2022-08-28,9:00,2022-08-28,18:00,
LNG,보령ST#3,150.0,2022-09-16,11:00,2022-09-16,19:00,
LNG,보령ST#3,150.0,2022-11-01,0:00,2022-11-01,23:59,
LNG,부산GT#1,150.0,2022-02-20,0:00,2022-02-20,23:59,
LNG,부산GT#1,150.0,2022-03-19,0:00,2022-03-20,23:59,
LNG,부산GT#1,150.0,2022-06-11,0:00,2022-06-12,23:59,
LNG,부산GT#1,150.0,2022-06-25,0:00,2022-06-27,23:59,
LNG,부산GT#1,150.0,2022-09-03,0:00,2022-09-05,23:59,
LNG,부산GT#1,150.0,2022-09-13,0:00,2022-09-17,23:59,
LNG,부산GT#1,150.0,2022-11-16,0:00,2022-11-18,23:59,
LNG,부산GT#2,150.0,2022-02-20,0:00,2022-02-20,23:59,
LNG,부산GT#2,150.0,2022-03-19,0:00,2022-03-20,23:59,
LNG,부산GT#2,150.0,2022-05-26,21:00,2022-05-27,5:00,
LNG,부산GT#2,150.0,2022-05-27,21:00,2022-05-28,5:00,
LNG,부산GT#2,150.0,2022-06-11,0:00,2022-06-12,23:59,
LNG,부산GT#2,150.0,2022-06-25,0:00,2022-06-27,23:59,
LNG,부산GT#2,150.0,2022-09-03,0:00,2022-09-05,23:59,
LNG,부산GT#2,150.0,2022-09-13,0:00,2022-09-17,23:59,
LNG,부산GT#2,150.0,2022-11-16,0:00,2022-11-18,23:59,
LNG,부산GT#3,150.0,2022-02-24,14:00,2022-02-24,20:00,
LNG,부산GT#3,150.0,2022-03-12,0:00,2022-03-13,23:59,
LNG,부산GT#3,150.0,2022-03-17,7:00,2022-03-17,17:00,
LNG,부산GT#3,150.0,2022-03-18,7:00,2022-03-18,17:00,
LNG,부산GT#3,150.0,2022-05-24,0:00,2022-05-24,4:00,
LNG,부산GT#3,150.0,2022-05-24,22:00,2022-05-25,5:00,
LNG,부산GT#3,150.0,2022-05-25,22:00,2022-05-26,5:00,
LNG,부산GT#3,150.0,2022-05-26,22:00,2022-05-27,5:00,
LNG,부산GT#3,150.0,2022-05-27,22:00,2022-05-28,5:00,
LNG,부산GT#3,150.0,2022-05-30,0:00,2022-05-31,23:59,
LNG,부산GT#3,150.0,2022-06-04,0:00,2022-06-05,23:59,
LNG,부산GT#3,150.0,2022-06-23,5:00,2022-06-23,15:00,
LNG,부산GT#3,150.0,2022-09-29,0:00,2022-10-01,23:59,
LNG,부산GT#3,150.0,2022-11-02,0:00,2022-11-04,23:59,
LNG,부산GT#3,150.0,2022-12-02,13:00,2022-12-02,16:00,
LNG,부산GT#3,150.0,2022-12-24,5:00,2022-12-26,5:00,
LNG,부산GT#4,150.0,2022-03-12,0:00,2022-03-13,23:59,
LNG,부산GT#4,150.0,2022-03-26,1:00,2022-03-26,4:00,
LNG,부산GT#4,150.0,2022-03-27,1:00,2022-03-27,4:00,
LNG,부산GT#4,150.0,2022-03-28,1:00,2022-03-28,4:00,
LNG,부산GT#4,150.0,2022-03-29,1:00,2022-03-29,4:00,
LNG,부산GT#4,150.0,2022-03-30,1:00,2022-03-30,4:00,
LNG,부산GT#4,150.0,2022-03-31,1:00,2022-03-31,4:00,
LNG,부산GT#4,150.0,2022-05-24,0:00,2022-05-24,4:00,
LNG,부산GT#4,150.0,2022-05-24,22:00,2022-05-25,5:00,
LNG,부산GT#4,150.0,2022-05-25,22:00,2022-05-26,5:00,
LNG,부산GT#4,150.0,2022-05-26,22:00,2022-05-27,5:00,
LNG,부산GT#4,150.0,2022-05-27,22:00,2022-05-28,5:00,
LNG,부산GT#4,150.0,2022-05-30,0:00,2022-05-31,23:59,
LNG,부산GT#4,150.0,2022-06-04,0:00,2022-06-05,23:59,
LNG,부산GT#4,150.0,2022-09-29,0:00,2022-10-01,23:59,
LNG,부산GT#4,150.0,2022-11-02,0:00,2022-11-04,23:59,
LNG,부산GT#4,150.0,2022-12-02,13:00,2022-12-02,16:00,
LNG,부산GT#4,150.0,2022-12-24,5:00,2022-12-26,5:00,
LNG,부산GT#5,150.0,2022-01-22,0:00,2022-01-22,23:59,
LNG,부산GT#5,150.0,2022-03-06,0:00,2022-03-06,23:59,
LNG,부산GT#5,150.0,2022-03-12,0:00,2022-03-13,23:59,
LNG,부산GT#5,150.0,2022-03-26,0:00,2022-03-27,23:59,
LNG,부산GT#5,150.0,2022-05-12,0:00,2022-05-15,23:59,
LNG,부산GT#5,150.0,2022-05-24,0:00,2022-05-24,4:00,
LNG,부산GT#5,150.0,2022-05-24,22:00,2022-05-25,5:00,
LNG,부산GT#5,150.0,2022-05-25,22:00,2022-05-26,5:00,
LNG,부산GT#5,150.0,2022-05-26,22:00,2022-05-27,5:00,
LNG,부산GT#5,150.0,2022-05-27,22:00,2022-05-28,5:00,
LNG,부산GT#5,150.0,2022-06-17,0:00,2022-06-19,23:59,
LNG,부산GT#5,150.0,2022-09-20,0:00,2022-09-28,23:59,
LNG,부산GT#5,150.0,2022-10-20,00:00,2022-10-21,23:59,
LNG,부산GT#5,150.0,2022-11-09,0:00,2022-11-11,23:59,
LNG,부산GT#6,150.0,2022-01-22,0:00,2022-01-22,23:59,
LNG,부산GT#6,150.0,2022-03-06,0:00,2022-03-06,23:59,
LNG,부산GT#6,150.0,2022-03-12,0:00,2022-03-13,23:59,
LNG,부산GT#6,150.0,2022-03-26,0:00,2022-03-27,23:59,
LNG,부산GT#6,150.0,2022-05-12,0:00,2022-05-15,23:59,
LNG,부산GT#6,150.0,2022-05-24,0:00,2022-05-24,4:00,
LNG,부산GT#6,150.0,2022-05-24,22:00,2022-05-25,5:00,
LNG,부산GT#6,150.0,2022-05-25,22:00,2022-05-26,5:00,
LNG,부산GT#6,150.0,2022-05-26,22:00,2022-05-27,5:00,
LNG,부산GT#6,150.0,2022-05-27,22:00,2022-05-28,5:00,
LNG,부산GT#6,150.0,2022-06-17,0:00,2022-06-19,23:59,
LNG,부산GT#6,150.0,2022-06-21,0:00,2022-06-26,23:59,
LNG,부산GT#6,150.0,2022-09-20,0:00,2022-09-28,23:59,
LNG,부산GT#6,150.0,2022-10-20,00:00,2022-10-21,23:59,
LNG,부산GT#6,150.0,2022-11-09,0:00,2022-11-11,23:59,
LNG,부산GT#7,150.0,2022-01-22,0:00,2022-01-23,23:59,
LNG,부산GT#7,150.0,2022-01-29,9:00,2022-01-29,18:00,
LNG,부산GT#7,150.0,2022-03-05,0:00,2022-03-06,23:59,
LNG,부산GT#7,150.0,2022-04-22,0:00,2022-04-23,23:59,
LNG,부산GT#7,150.0,2022-05-24,0:00,2022-05-24,4:00,
LNG,부산GT#7,150.0,2022-05-24,22:00,2022-05-25,5:00,
LNG,부산GT#7,150.0,2022-05-25,22:00,2022-05-26,5:00,
LNG,부산GT#7,150.0,2022-05-26,22:00,2022-05-27,5:00,
LNG,부산GT#7,150.0,2022-05-27,22:00,2022-05-28,5:00,
LNG,부산GT#7,150.0,2022-06-25,0:00,2022-06-27,23:59,
LNG,부산GT#7,150.0,2022-09-08,0:00,2022-12-09,23:59,
LNG,부산GT#8,150.0,2022-01-22,0:00,2022-01-23,23:59,
LNG,부산GT#8,150.0,2022-01-29,9:00,2022-01-29,18:00,
LNG,부산GT#8,150.0,2022-03-05,0:00,2022-03-06,23:59,
LNG,부산GT#8,150.0,2022-04-22,0:00,2022-04-23,23:59,
LNG,부산GT#8,150.0,2022-05-24,0:00,2022-05-24,4:00,
LNG,부산GT#8,150.0,2022-05-24,22:00,2022-05-25,5:00,
LNG,부산GT#8,150.0,2022-05-25,22:00,2022-05-26,5:00,
LNG,부산GT#8,150.0,2022-05-26,22:00,2022-05-27,5:00,
LNG,부산GT#8,150.0,2022-05-27,22:00,2022-05-28,5:00,
LNG,부산GT#8,150.0,2022-06-25,0:00,2022-06-27,23:59,
LNG,부산GT#8,150.0,2022-09-08,0:00,2022-12-09,23:59,
LNG,부산ST#1,150.0,2022-02-20,0:00,2022-02-20,23:59,
LNG,부산ST#1,150.0,2022-03-19,0:00,2022-03-20,23:59,
LNG,부산ST#1,150.0,2022-06-11,0:00,2022-06-12,23:59,
LNG,부산ST#1,150.0,2022-06-25,0:00,2022-06-27,23:59,
LNG,부산ST#1,150.0,2022-09-03,0:00,2022-09-05,23:59,
LNG,부산ST#1,150.0,2022-09-13,0:00,2022-09-17,23:59,
LNG,부산ST#1,150.0,2022-11-16,0:00,2022-11-18,23:59,
LNG,부산ST#2,150.0,2022-03-12,0:00,2022-03-13,23:59,
LNG,부산ST#2,150.0,2022-05-24,0:00,2022-05-24,4:00,
LNG,부산ST#2,150.0,2022-05-24,22:00,2022-05-25,5:00,
LNG,부산ST#2,150.0,2022-05-25,22:00,2022-05-26,5:00,
LNG,부산ST#2,150.0,2022-05-26,22:00,2022-05-27,5:00,
LNG,부산ST#2,150.0,2022-05-27,22:00,2022-05-28,5:00,
LNG,부산ST#2,150.0,2022-05-30,0:00,2022-05-31,23:59,
LNG,부산ST#2,150.0,2022-06-04,0:00,2022-06-05,23:59,
LNG,부산ST#2,150.0,2022-09-29,0:00,2022-10-01,23:59,
LNG,부산ST#2,150.0,2022-11-02,0:00,2022-11-04,23:59,
LNG,부산ST#2,150.0,2022-12-02,13:00,2022-12-02,16:00,
LNG,부산ST#2,150.0,2022-12-24,5:00,2022-12-26,5:00,
LNG,부산ST#3,150.0,2022-01-22,0:00,2022-01-22,23:59,
LNG,부산ST#3,150.0,2022-03-06,0:00,2022-03-06,23:59,
LNG,부산ST#3,150.0,2022-03-12,0:00,2022-03-13,23:59,
LNG,부산ST#3,150.0,2022-03-26,0:00,2022-03-27,23:59,
LNG,부산ST#3,150.0,2022-05-12,0:00,2022-05-15,23:59,
LNG,부산ST#3,150.0,2022-05-24,0:00,2022-05-24,4:00,
LNG,부산ST#3,150.0,2022-05-24,22:00,2022-05-25,5:00,
LNG,부산ST#3,150.0,2022-05-25,22:00,2022-05-26,5:00,
LNG,부산ST#3,150.0,2022-05-26,22:00,2022-05-27,5:00,
LNG,부산ST#3,150.0,2022-05-27,22:00,2022-05-28,5:00,
LNG,부산ST#3,150.0,2022-06-17,0:00,2022-06-19,23:59,
LNG,부산ST#3,150.0,2022-09-20,0:00,2022-09-28,23:59,
LNG,부산ST#3,150.0,2022-10-20,00:00,2022-10-21,23:59,
LNG,부산ST#3,150.0,2022-11-09,0:00,2022-11-11,23:59,
LNG,부산ST#4,150.0,2022-01-22,0:00,2022-01-23,23:59,
LNG,부산ST#4,150.0,2022-01-29,9:00,2022-01-29,18:00,
LNG,부산ST#4,150.0,2022-03-05,0:00,2022-03-06,23:59,
LNG,부산ST#4,150.0,2022-04-22,0:00,2022-04-23,23:59,
LNG,부산ST#4,150.0,2022-05-24,0:00,2022-05-24,4:00,
LNG,부산ST#4,150.0,2022-05-24,22:00,2022-05-25,5:00,
LNG,부산ST#4,150.0,2022-05-25,22:00,2022-05-26,5:00,
LNG,부산ST#4,150.0,2022-05-26,22:00,2022-05-27,5:00,
LNG,부산ST#4,150.0,2022-05-27,22:00,2022-05-28,5:00,
LNG,부산ST#4,150.0,2022-06-25,0:00,2022-06-27,23:59,
LNG,부산ST#4,150.0,2022-09-08,0:00,2022-12-09,23:59,
LNG,부산정관GT#1,26.7,2022-03-22,0:00,2022-03-23,23:59,
LNG,부산정관GT#1,26.7,2022-05-15,9:00,2022-05-31,18:00,
LNG,부산정관GT#1,26.7,2022-10-04,9:00,2022-10-16,23:59,
LNG,부산정관GT#1,26.7,2022-10-17,00:00,2022-10-21,23:59,
LNG,부산정관ST#1,19.2,2022-03-22,0:00,2022-03-23,23:59,
LNG,부산정관ST#1,19.2,2022-05-15,9:00,2022-05-31,18:00,
LNG,부산정관ST#1,19.2,2022-10-04,9:00,2022-10-16,23:59,
LNG,부산정관ST#1,19.2,2022-10-17,00:00,2022-10-21,23:59,
LNG,부천GT#1,100.0,2022-01-22,8:00,2022-01-23,7:59,
LNG,부천GT#2,100.0,2022-04-11,0:00,2022-05-30,23:59,
LNG,부천GT#3,100.0,2022-11-12,8:00,2022-11-12,20:59,
LNG,부천ST#1,150.0,2022-03-23,0:00,2022-05-10,23:59,
Coal,북평#1,595.0,2022-04-28,0:00,2022-05-08,23:59,71.0
Coal,북평#2,595.0,2022-04-16,0:00,2022-04-26,23:59,71.0
LNG,분당GT#1,77.8,2022-04-27,0:00,2022-04-29,23:59,
LNG,분당GT#1,77.8,2022-05-20,0:00,2022-05-20,23:59,
LNG,분당GT#1,77.8,2022-09-14,0:00,2022-09-30,23:59,
LNG,분당GT#2,77.8,2022-04-19,0:00,2022-04-28,23:59,
LNG,분당GT#2,77.8,2022-05-20,0:00,2022-05-20,23:59,
LNG,분당GT#3,77.8,2022-05-02,0:00,2022-05-11,23:59,
LNG,분당GT#3,77.8,2022-05-20,0:00,2022-05-20,23:59,
LNG,분당GT#4,77.8,2022-05-20,0:00,2022-05-20,23:59,
LNG,분당GT#4,77.8,2022-06-08,0:00,2022-06-15,23:59,
LNG,분당GT#5,77.8,2022-03-07,0:00,2022-03-17,23:59,
LNG,분당GT#5,77.8,2022-05-20,0:00,2022-05-20,23:59,
LNG,분당GT#6,77.8,2022-05-19,0:00,2022-05-26,23:59,
LNG,분당GT#6,77.8,2022-09-16,0:00,2022-09-16,23:59,
LNG,분당GT#7,77.8,2022-06-09,0:00,2022-06-30,23:59,
LNG,분당GT#7,77.8,2022-09-16,0:00,2022-09-16,23:59,
LNG,분당GT#8,77.8,2022-05-11,0:00,2022-05-18,23:59,
LNG,분당GT#8,77.8,2022-07-23,9:00,2022-07-23,23:59,
LNG,분당GT#8,77.8,2022-09-16,0:00,2022-09-16,23:59,
LNG,분당GT#8,77.8,2022-10-04,0:00,2022-11-21,23:59,
LNG,분당ST#1,185.0,2022-05-12,0:00,2022-05-20,23:59,
LNG,분당ST#1,185.0,2022-05-27,0:00,2022-05-29,23:59,
LNG,분당ST#1,185.0,2022-09-14,0:00,2022-09-22,23:59,
LNG,분당ST#1,185.0,2022-10-31,0:00,2022-11-13,23:59,
LNG,분당ST#2,115.0,2022-03-10,0:00,2022-03-17,23:59,
양수,산청#1,350.0,2022-02-19,9:00,2022-02-19,18:00,
양수,산청#1,350.0,2022-03-12,9:00,2022-03-12,18:00,
양수,산청#1,350.0,2022-05-19,13:00,2022-05-19,15:00,
양수,산청#1,350.0,2022-05-20,13:00,2022-05-20,15:00,
양수,산청#1,350.0,2022-06-01,9:00,2022-06-18,23:59,
양수,산청#1,350.0,2022-06-23,14:00,2022-06-23,16:00,
양수,산청#1,350.0,2022-09-15,9:00,2022-09-17,20:00,
양수,산청#1,350.0,2022-11-21,13:00,2022-11-21,15:00,
양수,산청#1,350.0,2022-12-17,9:00,2022-12-18,20:00,
양수,산청#2,350.0,2022-02-12,9:00,2022-02-12,18:00,
양수,산청#2,350.0,2022-03-25,0:00,2022-06-25,23:59,
양수,산청#2,350.0,2022-09-24,9:00,2022-09-24,20:00,
양수,산청#2,350.0,2022-10-05,0:00,2022-10-06,23:59,
양수,산청#2,350.0,2022-11-18,0:00,2022-11-30,0:00,
양수,삼랑진#1,300.0,2022-03-08,16:00,2022-03-08,18:00,
양수,삼랑진#1,300.0,2022-03-11,9:00,2022-03-12,23:59,
양수,삼랑진#1,300.0,2022-03-14,12:00,2022-04-18,23:59,
양수,삼랑진#1,300.0,2022-05-18,9:00,2022-05-18,20:00,
양수,삼랑진#1,300.0,2022-06-21,18:00,2022-06-21,20:30,
양수,삼랑진#1,300.0,2022-06-22,18:30,2022-06-22,20:30,
양수,삼랑진#1,300.0,2022-09-22,9:00,2022-09-22,18:00,
양수,삼랑진#1,300.0,2022-10-04,12:00,2022-10-04,15:00,
양수,삼랑진#1,300.0,2022-10-31,10:00,2022-10-31,12:00,
양수,삼랑진#1,300.0,2022-11-17,10:00,2022-11-17,12:00,
양수,삼랑진#1,300.0,2022-11-23,9:00,2022-11-27,23:59,
양수,삼랑진#1,300.0,2022-12-12,0:00,2022-12-17,0:00,
양수,삼랑진#2,300.0,2022-02-20,9:00,2022-02-20,18:00,
양수,삼랑진#2,300.0,2022-03-04,18:00,2022-03-15,23:59,
양수,삼랑진#2,300.0,2022-03-22,16:00,2022-03-22,18:00,
양수,삼랑진#2,300.0,2022-03-25,9:00,2022-03-26,23:59,
양수,삼랑진#2,300.0,2022-03-28,9:00,2022-03-28,20:00,
양수,삼랑진#2,300.0,2022-03-29,9:00,2022-03-29,11:00,
양수,삼랑진#2,300.0,2022-04-05,9:00,2022-04-05,18:00,
양수,삼랑진#2,300.0,2022-04-06,9:00,2022-04-06,18:00,
양수,삼랑진#2,300.0,2022-04-07,9:00,2022-04-09,20:00,
양수,삼랑진#2,300.0,2022-04-15,15:00,2022-04-15,17:00,
양수,삼랑진#2,300.0,2022-04-28,9:00,2022-04-28,18:00,
양수,삼랑진#2,300.0,2022-05-18,10:00,2022-05-18,12:00,
양수,삼랑진#2,300.0,2022-05-18,17:00,2022-05-18,19:00,
양수,삼랑진#2,300.0,2022-06-21,18:00,2022-06-21,20:30,
양수,삼랑진#2,300.0,2022-06-22,9:00,2022-06-22,18:00,
양수,삼랑진#2,300.0,2022-10-04,12:00,2022-10-04,15:00,
양수,삼랑진#2,300.0,2022-10-31,9:00,2022-11-26,0:00,
양수,삼랑진#2,300.0,2022-12-12,10:00,2022-12-12,12:00,
양수,삼랑진#2,300.0,2022-12-13,9:00,2022-12-14,18:00,
양수,삼랑진#2,300.0,2022-12-15,14:00,2022-12-15,16:00,
Coal,삼척그린#1,1022.0,2022-03-14,12:00,2022-05-27,23:59,68.0
Coal,삼척그린#1,1022.0,2022-09-20,0:00,2022-09-23,23:59,68.0
Coal,삼척그린#1,1022.0,2022-11-08,16:00,2022-12-01,0:00,68.0
Coal,삼척그린#2,1022.0,2022-03-04,0:00,2022-03-13,23:59,68.0
Coal,삼척그린#2,1022.0,2022-09-24,0:00,2022-11-09,23:59,68.0
Coal,삼천포#3,560.0,2022-02-28,0:00,2022-04-01,10:59,190.0
Coal,삼천포#4,560.0,2022-02-21,0:00,2022-03-31,23:59,190.0
Coal,삼천포#4,560.0,2022-04-29,12:00,2022-05-02,19:00,190.0
Coal,삼천포#4,560.0,2022-09-13,0:00,2022-11-28,23:59,190.0
Coal,삼천포#4,560.0,2022-12-10,0:00,2022-12-24,0:00,190.0
Coal,삼천포#5,500.0,2022-04-04,10:00,2022-04-18,23:59,190.0
Coal,삼천포#5,500.0,2022-09-13,0:00,2022-09-18,23:59,190.0
Coal,삼천포#6,500.0,2019-10-01,0:00,2022-02-03,5:59,190.0
Coal,삼천포#6,500.0,2022-05-02,0:00,2022-06-21,23:59,190.0
Coal,삼천포#6,500.0,2022-11-18,0:00,2022-11-27,23:59,190.0
LNG,서울GT#1,241.3,2022-02-16,0:00,2022-03-07,20:00,
LNG,서울GT#1,241.3,2022-05-06,0:00,2022-05-09,16:00,
LNG,서울GT#1,241.3,2022-06-23,6:00,2022-06-25,23:59,
LNG,서울GT#1,241.3,2022-06-27,0:00,2022-07-03,23:59,
LNG,서울GT#1,241.3,2022-07-16,0:00,2022-07-17,23:59,
LNG,서울GT#1,241.3,2022-09-15,8:00,2022-09-15,17:00,
LNG,서울GT#1,241.3,2022-09-20,0:00,2022-09-25,23:59,
LNG,서울GT#1,241.3,2022-10-21,00:00,2022-10-21,23:59,
LNG,서울GT#1,241.3,2022-10-29,0:00,2022-10-29,23:59,
LNG,서울GT#1,241.3,2022-11-01,0:00,2022-11-01,23:59,
LNG,서울GT#1,241.3,2022-12-03,9:00,2022-12-03,14:00,
LNG,서울GT#2,241.3,2022-01-22,0:00,2022-01-24,5:00,
LNG,서울GT#2,241.3,2022-01-29,0:00,2022-02-03,5:00,
LNG,서울GT#2,241.3,2022-03-20,9:00,2022-03-20,18:00,
LNG,서울GT#2,241.3,2022-04-01,0:00,2022-06-26,23:59,
LNG,서울GT#2,241.3,2022-10-02,0:00,2022-10-03,23:59,
LNG,서울GT#2,241.3,2022-10-24,0:00,2022-10-28,23:59,
LNG,서울GT#2,241.3,2022-10-29,0:00,2022-10-30,23:59,
LNG,서울GT#2,241.3,2022-11-03,0:00,2022-11-04,23:59,
LNG,서울GT#2,241.3,2022-11-16,0:00,2022-11-23,23:59,
LNG,서울GT#2,241.3,2022-12-03,0:00,2022-12-04,23:59,
LNG,서울ST#1,127.9,2022-02-16,0:00,2022-03-07,20:00,
LNG,서울ST#1,127.9,2022-05-06,0:00,2022-05-09,16:00,
LNG,서울ST#1,127.9,2022-06-23,6:00,2022-06-25,23:59,
LNG,서울ST#1,127.9,2022-06-27,0:00,2022-07-03,23:59,
LNG,서울ST#1,127.9,2022-07-16,0:00,2022-07-17,23:59,
LNG,서울ST#1,127.9,2022-09-15,8:00,2022-09-15,17:00,
LNG,서울ST#1,127.9,2022-09-20,0:00,2022-09-25,23:59,
LNG,서울ST#1,127.9,2022-10-21,00:00,2022-10-21,23:59,
LNG,서울ST#1,127.9,2022-10-29,0:00,2022-10-29,23:59,
LNG,서울ST#1,127.9,2022-11-01,0:00,2022-11-01,23:59,
LNG,서울ST#1,127.9,2022-12-03,9:00,2022-12-03,14:00,
LNG,서울ST#2,127.9,2022-01-22,0:00,2022-01-24,5:00,
LNG,서울ST#2,127.9,2022-01-29,0:00,2022-02-03,5:00,
LNG,서울ST#2,127.9,2022-03-20,9:00,2022-03-20,18:00,
LNG,서울ST#2,127.9,2022-04-01,0:00,2022-06-26,23:59,
LNG,서울ST#2,127.9,2022-10-02,0:00,2022-10-03,23:59,
LNG,서울ST#2,127.9,2022-10-24,0:00,2022-10-28,23:59,
LNG,서울ST#2,127.9,2022-10-29,0:00,2022-10-30,23:59,
LNG,서울ST#2,127.9,2022-11-03,0:00,2022-11-04,23:59,
LNG,서울ST#2,127.9,2022-11-16,0:00,2022-11-23,23:59,
LNG,서울ST#2,127.9,2022-12-03,0:00,2022-12-04,23:59,
LNG,서인천GT#1,150.0,2022-04-11,0:00,2022-04-15,23:59,
LNG,서인천GT#1,150.0,2022-04-18,0:00,2022-04-22,23:59,
LNG,서인천GT#1,150.0,2022-06-25,0:00,2022-06-28,23:59,
LNG,서인천GT#1,150.0,2022-12-01,0:00,2022-12-03,0:00,
LNG,서인천GT#2,150.0,2022-02-07,0:00,2022-03-28,0:00,
LNG,서인천GT#2,150.0,2022-07-02,0:00,2022-07-03,23:59,
LNG,서인천GT#2,150.0,2022-11-26,0:00,2022-11-27,18:00,
LNG,서인천GT#3,150.0,2022-03-28,0:00,2022-05-27,23:59,
LNG,서인천GT#3,150.0,2022-06-25,0:00,2022-06-26,23:59,
LNG,서인천GT#3,150.0,2022-07-29,20:00,2022-08-02,8:00,
LNG,서인천GT#3,150.0,2022-11-19,0:00,2022-11-20,18:00,
